Review,NPS
DXB-DOH return on new 737-800. Short flights of 45 mins and no problems. Very quick through terminal 2 straight on to plane. Return also problem free bussed to plane in Doha which was at the furthest stand possible. Onboard crew friendly and efficient. Arrived back in Terminal two along with Mihin Lanka and Air India flight which meant long Queues at immigration however they moved quick enough and with no checked baggage I was in the taxi about 30 mins after landing!,Promoter
"  Dublin to London Heathrow. Overall great airline. Self Check in a bit laggy, needed assistance from staff, handled it great. Staff great, legroom average but seats very comfortable. We were on time for our return flight and this. Good job Aer Lingus.",Promoter
" Khartoum to Dubai. I have just stepped off a Fky Dubai flight which was delayed from Khartoum to Dubai by over 3 hours. Delay is acceptable - it happens but how an airline deals with the situation is critical. I was traveling alone and was assisting a fellow traveller who was travelling with a baby (3 months) and a 1 year 9 month old toddler who was asleep when we arrived and they had missed a connection flight to Oslo. The mother had handed over her pushchair before boarding the plane at Khartoum and despite knowing that our flight was 3 hrs late and many travellers had transit they were not prepared to deal with tired and anxious passengers. I asked for a pushchair and was ignored by several staff. Staff were rude, insensitive and had an attitude with all the confused passengers. They had no information and when I told them the woman couldn't speak English and I am actually entering Dubai, I was simply told by a manager to â€œjust go into Dubaiâ€! The staff where just as rude as the manager. After holding this sleeping baby for an hr and being delayed over 4 hrs to enter Dubai and go to work, they came with a pushchair that was in the back!! Delays happen but it's not fly Dubai staff have to accept that passengers are unhappy and assist them. This is what customer service is about. I have vowed to never travel with fly Dubai with my children as this experience has shown me that they are insensitive to passengers with Children.",Detractor
Flew Business Class from PEK-KIX. Flight was delayed several hours because of weather. Flight crew were attentive friendly and kept us updated on the progress. Supper was excellent and consisted of three options: chicken fish or pork that was served on the ground because of the delay. The only complaint was the lack of AVOD especially on this route which is not a short flight.,Passive
I had a great flight (DY 7045) with Norwegian from LGW to Fort Lauderdale (FLL) on Friday 13th February. Perhaps I chose the wrong day as the good flight experience was marred by awful ground handling at Fort Lauderdale. Firstly we had to be bussed from the aircraft to another terminal with no priority for Premium Class passengers rather treated like cattle and pushed on to the bus. No cattle would have been better treated! Usual chaos at US immigration with no control of passengers although I cannot blame Norwegian for that. Worst experience was waiting 2 hours after arrival for the luggage to appear with no explanation no apolgy and no Norwegian ground staff present to offer any indication of when the luggage would be delivered. Again no priority in the luggage delivery for Premium Class passengers just an intermittent free for all delivery. A great flight was ruined by terrible ground handling.,Passive
Guangzhou-Istanbul-Venice. Guangzhou-Istanbul: Comfort class (Premium Economy). Managed 6 hours of good sleep which is more than OK for me. As usual the seat is extremely comfortable. I recently got to know that Turkish will discontinue Comfort class product soon. That's really sad as I find it the best Premium Economy product out there on the market. The Istanbul-Venice flight was just a regular uneventful European flight.,Promoter
"I was very pleased with Norwegian on New York to Lisbon flight. If your looking for a cheap airline to travel to Europe, Norwegian is the right one. The cabin is very clean, the seats are very comfortable and staff very friendly. The only cons are that you have to pay for the food and the 50 lbs luggage.",Promoter
"  Toronto to Chicago. I fly on Air Canada two to three times per month, mostly to Chicago but also domestically and internationally. It is now the end of August and not one flight in 2017 has been on time. There are not always reasons given, but the result is always the same. Not only has this negatively impacted my business, it has also affected the impression that others have of me. Lateness has become an acceptable trend with this airline. Flights later in the afternoon and evening have no chance of being on time due to delays earlier in the day. As I sit in my seat trying to deal with the implications of being late once again, I am forced to listen to the cabin crew tell me that are the best airline in North America. I have now booked my first flight in 2017 with another airline and will be doing so whenever possible in the future.",Detractor
" Together with my wife and my two kids (3 and 10) we were going to Copenhagen for a weekend trip. We booked Ryanair from Stuttgart because the offered price was attractive. I'm flying quite a lot for work and I am used to normal flight practices. However, what Ryanair is doing is just fraudulent and absolutely unacceptable. For the flight to CPH we checked in through the internet, printed our boarding passes at home and everything was ok. In Copenhagen we stayed in an apartment without access to a printer. Also, I didn't know checkin had to be done a minimum of 2 hours in advance through the internet, as this was not mentioned at all on the Print-outs of the e-tickets. Upon arrival at the checkin area, we were informed we had to pay 60 EUR per person because our checkin was not done on time (we arrived there 1h and 50 minutes before flight time), which meant an additional Eur 240 for the 4 of us. We were not the only ones concerned and just next to me was a handicapped couple, which also needed to pay. Such kind of business practices are just unbearable and fraudulent, because this information was not mentioned anywhere. Apart from Ryanair I totally do not understand how airport staff can accept such business behaviour, because at the end it's them who force the people to pay. These people are no Ryanair employees, in fact there is no Ryanair office, nor Ryanair employees in the whole of Scandinavia. Also in Stuttgart airport there are no Ryanair people present at all. I would feel ashamed pushing through such policies on the back of the customers and I do not understand how people can go to work every day under such circumstances, because obviously they have to deal with many unhappy and sometimes angry passengers, who just feel nailed by such business practices. Well, I learned from this experience that I will never fly Ryanair again, neither for work, nor for holidays. And for sure my two kids will never fly Ryanair again either. So they have lost two potential customers immediately and two future potential customers. I honestly hope more and more people will boycott this company so that it disappears from the market. The sooner, the better.",Detractor
"Guangzhou to Los Angeles with China Southern Airlines, and this is not the first time I took long flight cause I'm studying in LA since last year. The service onboard is good. I sat in economy class, crew are very friendly. I was satisfied with the meal onboard, and I watched two new movies on in-flight entertainment equipment. The one aspect I felt discontent that is in Guangzhou airport I have to carry hand luggage to climb the stairs to board the flight, which makes me confused why such a big aircraft (A380) did not have an airbridge to connect with.",Promoter
" Luton to Dublin. It was a rather nice flight. Boarding was orderly as they were using both sets of stairs, The only issue was I had to buy seat to check in online. It was 29 hours before the flight. No other option unless I waited.",Promoter
"We travelled Delhi to Melbourne return on Air India - on Delhi to Melbourne route there was no entertainment system functioning, and everything was of very poor standard from the state of the aircraft to standard of customer care. However the real drama was on the journey from Melbourne to Delhi. On arrival at Delhi we were told all our bags were left deliberately at Melbourne and it took 7 days for Air India to get the bags back from Melbourne to India. The phone number given to us at Delhi airport could never be reached. We had to employ an agent in Jaipur to get our bags retrieved, after hundreds of phone calls and after seven days the only place Air India could get the bags back was in Jaipur airport. Our internal flight with Air India was rescheduled and cancelled at the last minute. This was from Goa to Delhi via Mumbai. This is a shameful airline, who managed to ruin our trip. They do not care about their customer.",Detractor
"Early morning flight from Stockholm to Heathrow on Sep 20th. Sat in the first row which had a little bit more legroom, but compared with the older Club Europe seats, not very comfortable. The purser seemed to have had a relly bad night sleep in Stockholm being really rude and unfriendly to customers, but laughing loudly with his fellow FA's. He kept on slamming the doors in the galley loudly throughout the flight. My friend who flew business class for first time was shocked. Fortunately our late evening return flight was a totally different story with an extremely attentive male purser who was there all the flight.",Passive
YYC-LAS LAS-YYC. This itinerary was made tolerable by the fact I was able to upgrade both flights using aeroplan e credits. Very uncomfortable seats on the 319 to LAS and the so called Premium Rouge reminds me of Canadian early 90s on their 737 with the seat next to you not sold. Food was OK both flights but obviously cut rate from mainline J eg less linen. The 767 flight to YYZ was akin to narrow body J mainline in terms of seating. I am not sure what Air Canada was thinking with the IFE what are you supposed to do with that iPod while eating? And they were handed out far too late on the first flight. I did not get through the movie I was watching. If I had to wear a uniform like that to work I would not be doing so proudly! I will avoid Rouge if at all possible in the future.,Detractor
FRA-DEL-COK return. Check-in at Frankfurt had a long line which moved quickly. Boeing 787 replaced by B777-300ER food was good IFE had a very limited choice of movies. Crew was neither friendly nor rude. Bag delivery in DEL took quite a while. DEL to COK was on-schedule. The seats were uncomfortable as you could feel the metal in your back. When flying to India from Germany the Middle East airlines are definitely a better choice. Air India had the best flight times the price was okay.,Passive
"Helsinki to Bangkok, and check through to final destination (Koh-Samui/Thailand) refused by ground staff, although it was a code share flight. Seats in Finnair business class old and worn out, no lie flat seat, movie choice extremely limited (9 channels, old movies). Onboard service professional and attentive. Ground staff had promised luggage would go by priority handling, actually arrived as the last one out of 300 bags and I therefore missed connecting flight. Complaint to headquarter has not been answered (2 weeks after flight). I have been flying Finnair to Asia for many years and should enjoy my priviliged status but this flight makes me doubt about further travel with them.",Detractor
"  Shanghai to Beijing. Chose this airline as it was cheaper and the timing gave me half a day more in Shanghai before moving on to Beijing. The aircraft type stated during booking was a Boeing 787-9, however, they changed this a few days before the flight to an A330. Luckily I had a point to check my flight booking consistently, as the seat that I selected (33A) was a premium economy seat on the 787, but an economy class seat on the A330- managed to move to seat 32A, which was a premium economy seat. The seat itself was identical to the economy class seat, with the exception of a different colour and generous legroom - I could stretch my legs fully without even touching the seat back in front of me! Before take-off, the cabin crew served drinks to the passengers in premium economy - a welcome service, but perhaps the standard of a premium economy class cabin, given that this was my first time flying premium economy. The flight was delayed-the boarding time was supposed to be 5:25pm, but the aircraft did not even come in until about 5:35pm! In the end, we landed in Beijing 30 minutes late. The cabin crew were quite friendly, giving out drinks quickly and clearing them fast enough. A meal was served on board, but I found it to be rather small compared to other full service carriers. The IFE screen, though touchscreen, was a bit small and the selection was quite limited. However, what I really found weird was the ban on all electronic devices - being used to being able to use smaller PEDs (with communication features turned off, of course) on other airlines, this was a surprise to me. Overall I found this flight to be enjoyable and given the fare, would choose them again.",Passive
 I recently found that I had 2 United lounge passes that were about to expire. I asked United if they could be extended and they said unfortunately not but gave me two more passes. I'm traveling today by American Airlines first class international. I went to the AA lounge for breakfast and was told that my flight was excluded and I could buy a pass but for all of the money that I had paid for my ticket and my husbandâ€˜s ticket I would not be able to use the AA lounge. I went over to the United lounge and explained to them that I was flying American but would like to use my passes that were about to expire and they said no problem. I'm currently sitting here having a wonderful breakfast and a latte. Why I love United over AA.,Promoter
Had a 10hrs flight from LAX-FRA with this airline and the service at the airport was okay. I did online-check in 24hrs before so I only had to go to the bag drop counter. The line was very long so I had to wait a long time. The funny thing was that the check-in line was much faster. Boarding was fast. The impression I got of the crew was that they were very unfriendly and were very stressed. The seats were comfortable for a long flight. Leg space was okay if the front seat isn't reclined. A plus was the inflight entertainment a large selection of movies music TV shows and games. The food was better than average a choice between two dishes. I had the chicken which was okay for an onboard meal. Breakfast was an omelette with spinach and hash browns a plus is that you have a good choice of beverages and alcoholic drinks. All in all it was a nice flight with average food and stressed stewards. In the past service was much better.,Promoter
" Flew Cathay Pacific Airways from Hong Kong to London Heathrow in Premium Economy. We checked in and dropped our bags off at the Airport Express terminal, Hong Kong station. Fast and efficient. Boarding at Hong Kong was well organised with PE prioritised after First and Business. PE seats benefit from being wider and having much more legroom - even though I'm over 6'4â€ tall I could stretch out. Crew were friendly and helpful, responding quickly to a service call for drinks and snacks. Breakfast was okay - same as economy - but lunch mains of lamb cutlets was really good.",Promoter
"A very short Lufthansa flight from Frankfurt to Paris CDG and on time. The aircraft may be old, but the interior felt like new. The seats were spacious and very comfortable for the flight time given. In the short time, we were served a very light meal and the cabin crew were wonderful to deal with. I'd recommend the airline for such flights.",Passive
MSP-JFK-MXP and return 4 days later. Economy comfort. First time doing this route as I prefer going into and out of Linate - Milan but short notice trip forced itinerary. Very surprised and pleased with the 767 leg (JFK- Milan) wider seats and quieter cabin than the A330's used on MSP-AMS. CRJ 9XX on the way out a bit small for a 2.5 hr flight A319 on return bigger but noisy. JFK transfer a bit of a hassle with on-going construction but new terminal is nice improvement. MXP was a pain to exit on return. Overall Delta experience is improving and remains a decent choice from MSP to Europe. I still prefer Linate over Malpensa at least for now.,Promoter
" Chicago to Lviv via Warsaw. We came from Chicago to Warsaw and in Warsaw airport worker said that our carry out bag is too big for a plane, they have full plane, so we need to put it in a trunk. It was weird that only our bag was too big, the plane was half empty (we noticed that after)and our bag could be easily put under the seat. Also in Chicago we didn't have any problems with bag. After we got our bags and arrived home we saw only empty boxes with no bracelet and charm in. It was a gift, and unfortunately not very great. We don't feel sorry about money that we spent. The fact that someone's hand was in our bag is horrible. We are very disappointed of the work of airlines and airports.",Detractor
Flew on an award economy ticket RDU-LHR-RDU a very convenient route if you live in NC/SC or Southern VA. Both flights on time the food edible the service efficient if not enthusiastic the seats cramped and uncomfortable. AA deploys a 767-300 on this route a fine 20th century workhorse but woefully inadequate for the 21st century in passenger comfort and technology - only cabin ceiling monitors for in flight entertainment. The new AA/US combination will need to work hard in the future to match their partner BA and the others competing with them offering US to Europe non stops.,Detractor
"  Los Angeles to Minneapolis. Spirit Airlines is probably one of the worst airlines I have ever flown on. Customer service was garbage, they never assisted in a way they made me feel like an appreciated customer. They provided vouchers that were completely useless, unless I wanted to pay even more money to this garbage airline. However, the flight service members were adequate. This is the only good thing about this airline.",Detractor
Las Vegas to Mexico City with Aeromexico. It was the longest waiting time for me ever - we experienced 6-hour delay and it was the worst communication process from airline to customers in order to inform what was happening and the real delay time. I just receive a message from the airline when we arrived to the airport 2 hours before departing time. We had to go back to the city after checking in and we had no hotel obviously but the airline did not offer anything in compensation for this delay (lunch would be nice at least) and was not clear about the real waiting time.,Detractor
"  Dubai to Toronto via London, and I tried to check-in online. However, this was blocked and upon enquiry to BA's unhelpful Customer Contact centre, I was told it was a â€œrandomâ€ security hold by airport authorities. When I questioned that the supervisor changed the story to one of needing ETA for travel to Canada. When I informed her that could not be the case as I was a dual UK-Canadian citizen, she changed the story to one of it being ascribed to the company but that it could not be changed because of the website. Only after repeated complaints did she bother to take my Canadian passport details and lift the block previously described as out of BA's control. The second joy I had with lovely BA and staff was at Heathrow during transit. As I had a 6-hour layover I elected not to go to transit and to meet my parents instead at T5 arrivals. Upon entering departures, I was stopped by one of BA senior managers who forced me to check in my carry-on luggage (despite it being cleared by BA in Dubai) but was more than happy to let some other passengers with same sized carry on through. Perhaps she is the model random manager BA aspires to for future leadership. In any case, this â€œmanagerâ€ was so eager to check by carry on in, that she left a whole bunch of company documentation with me at the check-in agents location. Such is the competency and class of this â€œmanagerâ€ but then again one can expect no less from BA either. Finally, at Toronto, the checked in carry on came half-hour after the already delayed regular checked-in luggage â€“ adding salt to wound. I flew to London from Dubai several times last year on Emirates, and on KLM/Delta/Air France to Toronto at multiple other times and never had any issues with security or carry-on from any of them. Finally, I called the UK ""Customer Relations"" center from Toronto, but I gave up about being put on hold for almost 7 minutes. They are incompetent and unhelpful in that field too. I wish I could give this rotten airline 0/10, but the minimum is 1/10 and I am happy with that.",Detractor
Business class pax travelling from Perth to Madrid 1st June. Check in smooth and efficient lounge at Perth good. Boarded flight and welcomed by crew. Pre takeoff drinks supplied during flight Perth sector crew executed duties well although robotic and little interaction with pax until a smile before landing at Doha. Food was good wine list selection excellent and well presented. On landing at Hamad international what a disappointment after all the delays in the opening of facility. Doha to Madrid what a difference in the crew the service was excellent as the first leg but much sharper and the interaction by the crew with the pax was excellent. Coming from a hospitality background I would want this crew working for me menu choices good and wine list choices good our thanks to the crew for making this sector a very pleasant experience.,Passive
BKK-DOH-HBE. Economy Class. It is the first time we have flown economy for a few years and will probably be the last. Seats are cramped person in front put his seat back when we tried the person behind complained so I was sitting 4 inches from the screen. Food average. Will travel again on Qatar but only in Business Class.,Detractor
Gatwick - Venice and then Rome - Gatwick. Booked these about 6 weeks prior and paid to choose my seat and speedy boarding - a worthwhile investment! I could not fault them - it was a cheap flight so had little expectations but everything was done professionally and with a smile. No real queues at either end to check in staff were all really friendly and dealt with some very difficult people without losing their cool. I was impressed and will definitely use them again.,Promoter
" Philadelphia to Gatwick via Keflavik. I'd like to complain about the services I got. It's supposed to be departing yesterday June 22nd at 830pm. However they discovered there's a problem with the engine after they've pulled out and they need to get a spare part from a different location resulting in the cancellation of the flight. I got rebooked today for flight again from PHL to LGW. However, my seat was downgraded from Saga premium 6A to economy 9A. They claimed they still had a vacancy in the business class, but was unable to offer to me because the aircraft was ""no longer overbook"". Overall this is one of my worst flight experiences.",Detractor
"London to Dubai via Bahrain return on Gulf Air. Upgraded to Business Class on the London to Bahrain leg. Good check in, lounge okay at Heathrow Terminal 4. Comfortable beds with plenty of room in the cabin - only 18 business class seats. Service was good with excellent food and a good choice of quality wines. Cabin staff were very attentive. Only criticism is the IFE. In both classes, it was very mediocre to say the least. Bahrain to Dubai leg was in economy class. Not a seat free in a very cramped aircraft (A321). The only blessing on an awful flight was that it was only 50 minutes. The return leg was in economy class. Fortunately, we got exit row seats with plenty of leg room, but looking around, the A330 economy experience did not look too bad - food was fine, staff friendly enough and plenty of drinks if you asked. Given the price, Gulf Air was not such a bad experience. Would probably use again if better alternatives were at the then same extortionate prices.",Passive
"Las Vegas to Orlando. This is the worst airline I have ever been on. They lost my bag, found my bag and told me they would put it on a flight to Jacksonville where I live then called me back and told me no, it would have to be mailed in, it would take over a week and refused to put it on a flight from Orlando to Jacksonville.",Detractor
"We flew United because we wanted a non-stop flight. We purchased business class tickets and were more uncomfortable than we could have imagined. The seats were cramped with no leg rests at all. My husband and I each fly over 150,000 miles per year and this was one of the worst flights. I was cold (no blankets to be found, apparently you have to request them) and luckily we had our own headphones as no headphones were passed out. There were no waters given for a five and a half hour flight as on other airlines we fly and the flight attendants only came through for drink requests once before the flight left and once during dinner service, other times I had to request refills of my water. I am surely not looking forward to my return flight this weekend.",Detractor
LAX to Hyderabad Economy October 102014 I always use Singapore Airlines and I decided to try Emirates for a change. Long story short: Singapore Airlines wins. Pros - the seating is comfortable great selection on entertainment nice mood lighting nice warm facial towels are provided to freshen up quick water service when requested. Cons - Food I ordered a Asian vegetarian meal 2 weeks in advance. It is actually offered as a part of the regular choice of 3 main course meals but it ran out before it got to my seat. This happened on the Dubai to Hyderabad flight which was for 3.5 hours. On the other flight I lucked out getting the last vegetarian meal. The main food meal service (lunch or dinner) is pretty filling. I felt Emirates should have reserved Asian vegetarian meals for those who pre-order and offer extra ones for the rest of the passengers during the service. A vegetarian pizza was given as a light snack in between - very salty. Dubai airport is poor when I compare it to Changi in Singapore. I was given a meal voucher at the ticketing desk. If you have a layover for over 4 hours you can get a free meal at Dubai airport. Also the free internet stations are horrible. The internet is slow and the machines cannot seem to load Internet explorer. I gave up after 5 mins of trying. Not worth using the Wifi there either. Dubai airport ever heard of high speed internet? Be prepared for the most unfriendly airport staff you will ever come across. No smile angry replies. Have a good flight if you are considering this airline.,Detractor
"  Flew Virgin America from New York to San Francisco. From the service at the counter to the flight itself though tired from flying JHB to JFK (international 15hrs), this was a pleasant flight, smooth, clean, elegant and very kind crew. I'm wondering why I haven't used Virgin before now. I was impressed.",Promoter
  Jinan to Guangzhou. Pros: I was impressed by the customer service skills. They were proactive to solve a minor issue and they even called me in the evening to apologize once more. Amazing. Cons: Just don't give water from an ice bucket next time.,Promoter
"Having received an e-ticket which stated: ""Your trip is now fully confirmed"" I arrived at 06.30 hrs and waited for nearly half an hour to book in. When I got to the front of the queue I was informed I would have to go elsewhere and pay Â£45 because I had not got a Boarding Pass at least 2 hours before the flight left. I ""very reluctantly"" paid the Â£45, which will be refunded by a Danish University. No other airline I have flown with has made this stipulation, and so having read the words ""fully confirmed"" I simply checked times and flight numbers.",Detractor
"  Singapore to San Francisco via Shanghai with China Eastern Airlines. Got an exit row seat at no charge. Flight was 2 hours late arriving into PVG and missed its takeoff slot, so an extra hour on tarmac. Ground staff were not able to supply any information as to why the flight was late. In fact, there were no ground staff at the gate. My vegetarian meal wasn't available (I had ordered it), but the staff improvised and I ended up with boiled cabbage and rice. I was starving but grateful. The cabin staff brought me an iPad with a roster of vegetarian meal orders to prove that my order wasn't on it, and I was therefore to blame - never mind. At least they offered me food. Plane seemed rather old, no inflight entertainment, no charging and no wi-fi. But it got us to SFO safely. Not the most comfortable experience, but I paid $580 for a round trip from SFO to Singapore, so I recommend China Eastern to anyone on a budget. The staff try hard (in a difficult corporate culture), to be friendly.",Passive
 Delhi to Amritsar. Excellent customer service from Air India staff. I was late to board the plane and a senior manager made sure that I was able to catch my flight. My luggage was delivered on time too.,Promoter
" While the overall trip was amazing, many aspects fell short. Upon checking in, I learned that 5 out of 8 passengers in First class had upgraded. As a full fare F passenger, I was disappointed because not only I ended up paying a lot more, but also I'd be in a packed cabin translating to less personal attention by the crew. The difference was full fare F passengers were personally escorted to the lounge and onto the plane. The lounge at LHR was very crowded. I had a reserved table waiting for me at the lounge and I was able to use the shower for free. However, champagne was not complimentary and I had to pay GBP6 per flute if I order one. Boarding was fantastic as I boarded before it began and I was offered champagne right away by the fantastic crew. They had 2 types of champagne on offer and I ended up trying both during boarding. I saw my neighbour had red and white wine - so I assume you can pretty much order whatever drinks you'd like. It was obvious the crew were slightly overwhelmed as 1 crew kept on addressed me by the wrong name on 2 occasions. She was apologetic and I had no problem with it. I received a kit with very mediocre content (worse than the kit I got when traveling GA J a year before). However, upon landing, I was given the proper F kit by the ground staff and I was informed they ran out while in London. This might sound trivial, but I ended up noticing things like these when I was flying First. The service was nothing short of spectacular, crew went above and beyond from preparing a wine tasting session (GA had 6 different wine) to sharing holiday stories. Meals were also good. I found the seat to be very comfortable for lounging and sleeping (a duvet was provided for turn down service). IFE could use more selection on movies and complete seasons of TV shows. Arrival service was another major let down for me. Despite receiving a confirmation prior to the trip that I could use their J lounge for a shower after landing in Jakarta (they could not grant me access to their F lounge which was odd considering they granted passengers access when they have a connecting flight even on non-GA flight), I was disappointed to learn upon landing that I could only use the arrival lounge. It was barely a lounge, it was more of a room with small seating areas for F/J pax to wait for their luggages plus 1 shower stall. They did not have a towel in the shower room and nothing could be done by the clueless staff manning the lounge. Overall, GA's F was a very solid product, but I would not pay full fare to fly on it.",Passive
"Paris to BogotÃ¡, I was curious how the Premium Class is, as some reviews are rather critical. First my agency told me it will cost +400â‚¬ but at least they charged me 600â‚¬ more just for one way. It was great to enter the gate and the aircraft by the ""sky priority"" lane. The first optical impression of the premium class cabin was good, big IFE-screen, fine noise cancelling airphones, reading lamp, space for water etc. The service was fine and better than in standard Economy, the Duck and goose foie gras terrine was like in business, the Salmon fagottini pasta not. I did not taste much of the salmon. I had a long day-flight and for this purpose the Premium Class is a good choice. But I cannot recommend it for sleeping. You have a fixed seat without a real inclination. You just can glide some 10cm more in front of you and thats it. But you have enough legroom. Whilst the Business Class and Economy were almost full, the Premium Class was not sold out and so everybody who wanted had a free seat beneath which of course always is more comfortable. Compared with KLM Comfort Seats its too expensive.",Passive
"Adelaide to Singapore. It had been a few years since using Singapore Airlines and it was good to see that standards were still good. Staff helpful, seat comfortable and a good return flight. The Adelaide Office staff were very helpful and will be using them again. They give good advice, and if fare is cheaper online, they will tell you.",Promoter
For Economy Cathay does a very good job. The food is horrible but at least they serve you which is more than I can say for the other carriers. Good attentive service and full entertainment. Even the seat by economy standards is not bad. Fairly soft with good cushion and you get a blanket and pillow. Good Value for the money,Promoter
Chaos at Vueling check-in. We took off one hour late after a change of gate due to late incoming plane. Seats are of some kind of horrid plastic. The Steward was OK but the stewardesses walked up and down in a ridiculous military style. The baguette sandwich was terrible and expensive. It is an acceptable airline for young travellers. Bring your own food and drinks.,Passive
"  Guangzhou to New York, a very pleasant and comfortable flight. I got a superior seat by using member points and enjoyed the first class ground and air service with reasonable price. Comparing the Boeing 777-300 and the A380 models in China Southern, I think the facility isn't enough to protect guests' privacy here. There is not much advantage except the first class is more comfortable than the business class. This time, stewards did not hastily distribute meals for us as usual, instead told us provide meals at any time. The pajamas on the plane is very comfortable, I can see the smile of the flight attendants. As a whole if China Southern Airlines hardware facilities can improve again, I believe I'll prefer to choose their flights.",Promoter
" Orlando to Newark. This was one of the worst flights I have ever been on! The delays are ridiculous other flights have flown out in the same direction we are suppose to be going but we are on a 2 hour delay - they have said over the speaker for us to not leave terminal that flight could leave at any minute again more bullshit, they lady at the desk is so rude and unhelpful and acts like the customers who have bought tickets to fly on the airline she represents are a nuisance to her I will not be flying spirit again. That's a for sure.",Detractor
Flew to Fort Lauderdale on 4 April in the Dreamliner chose to fly premium class as we thought it was excellent value. We were not disappointed. Seats very comfortable service was good food as good as most. Can't praise Boeing enough for this plane.,Promoter
Flew to Cayo Santa Marie from Sudbury for New Years Eve December 2013 via Ottawa. Return trip was an absolute nightmare. Flight 363 returning on January 6th to Sudbury was delayed 48 hours. No representation from Sunwing at resort and they completely forgot about us in Cuba. Finally when getting through security at the airport crew had to rest for an additional 12 hours. No food on board. Lack of communication was unbearable. Came back 2 days late. Will never fly Sunwing again.,Detractor
" Philadelphia to Miami. This was an early flight to get to work, AA had recently sent me an email that they would upgrade my status to Platinum for 3 months so that I could experience the benefits of it. On this flight I did not make it for the business class upgrade, I believe I was like 10 on the list, however I got a seat with more leg room for no extra cost. I got to Miami from Philadelphia with no issues, the plane was clean and the crew professional. Good job AA!",Passive
ZRH-KEF and KEF-LHR B757. First time flying Icelandair. Fantastic inflight entertainment - big screens and comfortable chairs. The staff were friendly but not over the top. The cabin was comfortable and there was a great easy-going atmosphere on board. Great selection of food too - and a brilliant brilliant safety video. One of the best I've seen. Would recommend highly!,Promoter
SVO-DEL A330. First time with Aeroflot was a pleasant surprise. No trouble at all and a very professional service. Vegetarian meal had been ordered and was delivered without having to ask for it. On one leg the food was a disaster but on the return flight it was really good. Nice selection of games music and movies. Transfer at SVO very smooth nice connected terminals. Our cabin baggage was never measured even though its size was obviously very close to the limit.,Promoter
"Return journey with Ethiopian Airlines from Joburg to Mumbai via Addis Ababa on 22nd November. Check in at Joburg was a nightmare, the staff member took more than 45 minutes to check us in. Joburg - Addis Ababa was in Boeing 777-300 ER, almost full flight, good food and IFE and drink options available on board, again we had requested for baby milk and were happy this was provided. However, despite repeated reminders to the attendant at the booking counter, this time however we were not provided with a baby cot / aisle seat. My 10 month old daughter was restless almost the whole flight and at times it became very difficult to attend her. What shocked me was they allot aisle seats to kids who are 4/5 yrs old but not for infants and that as well despite repeated reminders to the booking staff. After a 2 hour halt, had a connecting flight to Mumbai from Addis Ababa at 11 pm local time. Again a nightmare, this time in terms of the flight. How can they think of operating a Boeing 737 to Mumbai for a 5 hour flight? Completely cramped flight, no option to even move your hand, forget reclining the seats. Veg Meal was the worse that I have had with any airline. Only plus sign was again they served drinks as often as we wanted. Veg food was an insult, sweet rice and sweet chick pea curry. Attendants pleasant and helpful. Will surely not recommend Ethiopian for Addis Ababa - Mumbai route if they use the Boeing 737-800.",Detractor
"Budapest to Malta return. The flight arrived 10 minutes early. Friendly crew, new plane and good seat on outward flight. Bad things: the food and drink is expensive, and the seat on the return flight was not comfortable.",Promoter
" Baltimore to Boston. Customer service is terrible, airline nickle and dimes you for everything from charging you extra for a seat, carry on bag as well as checked luggage. Gate closed 15 min before departure and if you arrive at the gate within that time, you will find no one at the gate and the door closed. No consideration even when they are notified by the ticket agent that you are on the way. Ticket did not get credited or was I offered a rebooking. I lost 400 dollars on my flight. I will never fly this airline.",Detractor
BCN-SVQ. Early morning flight down to Seville. Check in was good flight was on time and pleasant. Had read indifferent reports on Vueling but my experience was positive. Recommend based on my first experience.,Passive
Flew to Vegas from Portland over Spring Break in April 2014. It's a bare bones operation for sure. Staff were fun and plane was clean. Baby cried all the way there two little kids behind us screamed and fought the whole two hours no one's fault but didn't make for a very pleasant trip down. No issues coming back their baggage is very high Southwest Airlines is a better buy for the money if you add in the $50 charge for 1 bag.,Passive
"  Milan to Bogota via Madrid. It is now the 4th day since arriving and Air Europa still hasn't been able to deliver my bags. For the last 2 days their call center says that someone will contact me to coordinate delivery but nothing. They are also unable to provide contact number of someone that would be able to help. According to their lost bag website, the bags are at the airport since yesterday. Local office in Bogota does not speak English, and there is no staff at the airport until 3pm. Losing a bag can happen but not offering any service when it happens is absolutely useless.",Detractor
"Flew Johannesburg to London Heathrow. The service on South African Airways flights is always pretty good and I cannot find a reason to fault them on that. Even on other flights I've found the staff to be friendly and attentive. The food is nothing to write home about, but its not the worst I've had and it was a pleasant experience. Where it starts to come undone however, is the equipment/aicraft. The A340 feels like it came out of the 90s. The decor is old, the seats are old and it just has an overall tacky feel to it. The LCD (if it was even LCD) screens are so old they're tiny little squares with black lines where the ""touch"" sensors are. Its a pity because the flight was smooth, and service good but it was let down by equipment that should really have been removed and upgraded LONG ago.",Passive
"  Guangzhou to Vancouver. I had a good experience with this airline. The service was nice, and it felt much more comfortable by the new plane, a Boeing 777-300. The inside was clean and neat. The cabin staff were polite and professional. I am not satisfied with the meal. It seems like it has not changed for several years. The quality and taste have to change otherwise I may change the flight only for the meal.",Promoter
