Review,NPS
"I had to take an emergency flight out to SC, it was not a planned trip but I found Spirit Airlines online and booked it. The flight was very nice and the staff were great.",Promoter
" Seattle to Atlanta. I love flying Alaska. The service is excellent, the flight attendants are friendly & willing to go out of their way when asked politely - (I'm surprised at how rude passengers can be, and I still see them being friendly). On our last flight from Seattle to Atlanta it was a little strange because we had to board a bus to get to the gate, which is a new thing, and I was concerned about getting off the ground on time because it seemed like everything was going too slow. We had a tight connection in Atlanta, & I was a bit worried. The staff was friendly & reassuring, and we took off on time & landed early.",Promoter
My 13 year old recently flew as an unaccompanied minor with Emirates on a return trip from Perth Australia to Glasgow (via Dubai). He arrived back in Perth with us yesterday and I have to say I have been very impressed with this service from start to finish. We were naturally dubious about him flying alone at first but Emirates were organised efficient and professional. They even upgraded him to first class for one leg of the trip. I would have no hesitation using this service again if need be.,Promoter
" San Diego to San Francisco. They made me shell $25 to check my bag that I've literally never had a problem with in overheads in dozens of times flying, even on smaller planes. I'm 90% sure they shrink the requirement test basket so people have to give them more money. United may often be the cheapest airlines but they will get the rest of the money out of you somehow. I feel bad for the people working the desk who have to deal with the faces of frustration from their horrible policies.",Detractor
"  No coffee at gate (has been cancelled to reduce costs), no newspapers anymore (costs), outside position (costs), late (to narrow flight schedule). Seats are ok and staff are usually friendly, also lounge in Dresden is ok, but it is not a premium airline anymore!",Passive
Travelled HEL-RIX-KBP and back 19-22 July. The online booking and check-in (opens 72 hours before flight) straightforward website easy to navigate. All flights (except the last leg which was 25 min late on arrival) on time. The planes were oldish 737's (except RIX-KBP which was DH4 turboprop) but seemed in good shape and were clean. Seat pitch probably a shade less than major European airlines. The staff was very friendly and onboard service was impeccable. Nothing is free though. Riga airport is quite messy at 11pm when all flights arrive and depart.,Promoter
"Flew with KLM to Lima on via Panama and direct flight back. Flight to Panama was operated by Boeing 777-200. Quite an old one, with screens 10Ã—15cm or so. Seat space quite narrow. The crew was quite helpful. Good experience was to fly on the second leg with Copa airlines: just 3.5 hours flight, but big touchscreens, very polite crew and comfortable seats. Flight from Lima operated by quite new Boeing 777-300. Bigger screen and better choice of entertainment, but the seats were very uncomfortable even for a person like me just 1.7m height. Almost no reclining. Vegetarian meal ordered - terrible. KLM is reliable, but the price they ask for their services is quite high for what you get. I'll definitely avoid them for flying to Asia as they are obviously still far away from service level of Middle -East carriers and when flying over the Atlantic will try some other options.",Passive
"BRU-NAP return. Online check-in worked very well this time, so a big plus! Very clean and comfortable Airbus A319 aircraft on both ways. Cabin crew extremely professional, friendly and helpful. Both flights delayed due to atc restrictions (out) and one runway closed in Brussels (return). Recommended!",Promoter
"12.00pm flight, Sunday 2nd August, however we weren't airborne until 12.40pm due to aircraft arriving late from Dusseldorf. Big queues at Check-in/bag drop in T2 but managed well by Staff. Only major complaint here is the extortionate â‚¬50 to Check-in a bag at airport (one-way) as I'd forgotten to online. Flight itself was staffed by an excellent crew who willingly engaged with passengers throughout. Service was relatively quick for such a packed flight and prices very reasonable. Bags in Lyon took 1/2 an hour to start delivery, for whatever reason as the airport seemed quiet, which inconvenienced my getting the onward train connection. All in all another decent job by AL.",Promoter
"  Taipei Songshan to Tokyo Haneda on board A330 Hello Kitty livery. Cute interior and music. Even toilet papers are Hello Kitty-related. Delicious in-flight fruit meal (requested beforehand). Cabin super clean with well-behaved passengers. All in all, a very pleasant economy class experience.",Promoter
"Heathrow to LA in Economy. This was my first and last time flying with Air NZ. Firstly the best aspect was the crew friendliness. They seem good fun and genuinely happy to help. The ones I chatted to really hate the 777-300 aircraft. One said it wasn't designed to 4 seats in middle row and she seemed genuinely sorry for the customers squashed in a middle seat. A result of having an extra seat in the middle has meant that the aisles have got narrower. I really felt sorry for the crew having to walk sideways a lot of the time. I was in an aisle seat and was constantly being bashed by the crew and passengers waking past. Clearly they are trying to squeeze out as much profit at the expense of customer comfort. I paid extra for a ""preferred seat"" and apparently this includes a row behind a leg room seat. Not sure why I had to pay extra for this seat that was no different to any other regular row. When the guy in front put his seat back I felt so claustrophobic and could hardly see my TV screen. The food was very average and I waited over 80 minutes to be served an alcoholic drink with my meal. Being offered a glass of tap water just after take-off is very poor and not what you'd expect from a very expensive ""4 star airline."" The choice of films is very limited and very few new titles. I'll most certainly be flying on BA A380 next time I go to LA.",Detractor
" San Francisco to Zurich. Nice staff, decent meals, but seats incredibly narrow, they have obviously added several rows to economy to earn as much as possible. For a 10 hour flight, incredibly cramped and uncomfortable. To give an example, had to go into the aisle just to get something from under the seat. Fly someone else!",Passive
"Flew Cathay Pacific Airways from Hong Kong to Manchester. Arrived at the gate at the appointed time but were kept waiting for over 20 minutes before boarding commenced. When all passengers were on it was 25 minutes after scheduled departure time. Pilot then informed us that ATC had a backlog and we would not be taking off for at least 15 minutes. Cabin crew provided drinks while we waited and eventually we took off some 40 minutes late. The meal was served after some delay due to turbulence and the chicken dish that I chose was well done but still edible. IFE was working correctly with good choice of programmes. Lie flat bed was comfortable for sleeping if I raised the back rest slightly above horizontal. Cabin crew came round frequently to see if anyone wanted drinks or snacks. Breakfast was served quickly and the dim sum selection I opted for was good. When we arrived at Manchester we were not allowed to deplane immediately as the pilot was unable to shut down one of the engines, it was about 10 minutes before this was resolved.",Promoter
"Good feeder flight from Dusseldorf to Frankfurt. On time, fast boarding and check-in by smartphone. No drinks or snack on this short flight, but the crew was friendly. Would book Lufthansa again as the flight was calm, and on time, never had any problems with the airline yet.",Promoter
First and last time I ever fly this airline. I have Diamond and Silver status on two other major carriers and will stick with them in the future. I chose this flight last minute to get home earlier. Upon arrival at Terminal 5 I noticed the majority of the flights were delayed and my flight was delayed 3 separate times. I could have looked for other options but was not provided with this option. The desk said we would be compensated for the mechanical delay. Why doesn't anyone understand the most important commodity is time and the method how this situation was handled will keep me away.,Detractor
ORD-JFK/LGA-ORD - July 2-5. I keep seeing a huge increase in great attitudes from flight attendants on AA flights. Very personable and fun on both flights. Departed ORD on-time and landed at JFK early - but taxied around JFK for 30 minutes before getting to our gate. Dinner served was pre-ordered on aa.com and the chicken was very tasty. Return to ORD from LGA - plane was only 60% full and the three flight attendants (DCA-based) were having a great time with everyone. Lots of talking laughing with passengers and very personable. Good dinner served and landed 40 minutes early into ORD. I see a lot of negative reports for AA but I wonder if people are just expecting too much or are exaggerating their issues. Keep up the good work AA!,Promoter
"  Vienna to Brussels. It was a very nice flight. My second best flight in my life. Very friendly cabin crew, very good coffee and food. The flight was delayed but only for 15 minutes. The flight was very good and I had very nice relax there. I was shocked when we land and they play Mozart, this was was a very nice atmosphere). Thank you Austrian",Promoter
" When I booked a trip from London Heathrow to Kelowna, I didn't notice that the third leg of my trip was with Rouge. However, this oversight became abundantly clear when I boarded the plane. At 5'11"", I couldn't sit normally in my seat without my knees in the back of the traveller's seat in front of me. I am also tired of opening the seat pocket to find the last traveller's garbage left behind for me - and this on a flight where the pilot accounts for our thirty-minute flight delay because the plane was slow to get through the (overnight) cabin service. This reminded me that it was not my first time on Rouge, having flown between Calgary and Kelowna on this AC service and experiencing the same thing once in the past. I didn't even bother with food or drink on the flight, opting to grab something at Pearson instead. Super economy service, without the super economy price. Avoid at all costs.",Detractor
"  My experience with WOW was disastrous. On my flight from Paris to Los Angeles via Keflavik, my flight got delayed (initially). After I was already in the boarding gate another customer (not a WOW Air representative) came to the gate and told us that any customers having connecting flights to the US except for a couple of locations wouldn't be able to make the connection and need to go to the front desk. So, I did, only to find out my flight was canceled. WOW didn't have any employee at Paris, so the representatives were third-party contractors who knew nothing, some told us the delay was due to a medical emergency, others due to overbooking, and others due to problems with the airport. It was a mess! Then they made us get in line again just to give us a paper to call WOW directly. After waiting for 40 minutes on the phone and around 1.5 hours to get my baggage back, WOW offered me to get me on another flight almost a week later (what a joke)! After spending several minutes discussing with this person over the phone I realized he couldn't do anything and I took their offer for a reschedule flight almost a week later. Then I was told to head back to the front desk (again) to get help on the hotel accommodations for which I had to wait in line (again). When I finally got there, the representative told me he didn't know if WOW could cover my hotel and meals, which was ridiculous because WOW put me on a flight 6 days later! So, I had to wait for them to get an e-mail from some mysterious people in Iceland to approve. I waited more just to find out that they wouldn't cover my stay and that every day I had to call WOW to find out if I was going to be covered (unbelievable). For that day at least, I was covered and I was personally exhausted after spending all the afternoon in the airport. Then the next day I found out that WOW would cover my expenses for that day as well. Then WOW changed my flight (again) to one departing from Brussels, and was told that shuttle from Paris to Brussels would be arranged for the day after (at least I was leaving sooner), just to find out around 9pm that my arrangements were canceled as well. WOW air offered me to put me on another flight, but after all that I had gone through, the uncertainty about covering my hotel expenses, multiple flight changes and 2 days being stranded, I was emotionally done because WOW doesn't care about its customers and had zero guarantees I could get home anytime soon. So, I told them that I wanted a refund for my ticket. That same night I bought a last-minute ticket back home and submitted a claim to WOW to get a full refund for that ticket I had to buy. To my surprise (or not so much surprise at this point), I was told that my claim would be reviewed in 8 to 10 weeks! It's been almost 2 weeks and nothing from WOW Air. After this experience, I didn't believe how terrible an airline service could be until now. I will definitely be avoiding WOW Air for the rest of my life, their cheap prices are not worth the risk as they are simply incompetent and unprepared to deal with situations like the one I just described.",Detractor
VCE-MAD. Lots of people at check-in but it was quick. Boarding by zones was chaotic due to passengers attitude staff was not to blame. Seats were comfortable and service was OK. There was a delay on departure but purser and captain apologized for that and we finally arrived only 15 minutes late. Overall a pleasant experience and very good value for money.,Passive
" Vienna to Zurich. I upgraded from Economy to Business class, were I was just entitled to use the business class facilities on board and not on the ground, which wasnÂ´t a problem. We were flying the little, but new Bombardier CS-100/300. The cleanliness of the aircraft was impressive, as well the boarding was completed very quickly. The pre-departure facilities were a bit disappointing as Swiss is just offering a face towel with a bottle of water, no good sparkling wine or Orange juice, but it wasnÂ´t the big deal, as they provided pillows and blankets as well. A few minutes after taking off the Maitre of Cabin started the service. The flight time was only 1h and 20 minutes. They served a small lunch, more on a cold canapes meal which was with fresh salmon with avocado and a quinoa-bulgur salad, with some swiss cheese. The food quality was good, but the dessert made the meal, a berry-apple mousse with a vanilla foam on top. After it as the hostess saw I was still hungry she came to me with some croissant, still hot and offered me a hot coffee, what a nice touch! The upgrade was definitely worth it.",Promoter
I had a flight between London Stansted and Tel Aviv with a stop at Sabiha Gokcen airport in Istanbul. The flights were great and on time! The only disadvantage is that meals cost money but it's not that bad. There is a lot of leg room and the staff friendly. I will definitely fly them again!,Promoter
"  Singapore to Zurich in May 2014 at 01.20am. Not really the time to everybody embarking a plane. Even though cabin crew is professional and friendly with a smile. This time we got a seat near the lavatories, it was surprisingly quiet. My online preordered special meal was delicious. The inflight entertainment needed an urgent upgrade in 2014. Even the flightpath has seen its better years.",Promoter
  Original flight delayed. Replacement flight boarded 1.5 hours late. Flight had not been cleaned and was full of trash. It was an old aircraft - flight cancelled after waiting 30 minutes. No explanations given. Had to wait 1 hour for airline staff to show at ticket office. He shouted all passengers had to go to a hotel. Not possible to get compensation nor discuss same. Asked to be put on earliest flight next day but was told it was full. However when I mentioned tickets were available online was informed by staff that this airline always overbooks heavily and no seats actually available.,Detractor
" Do not send kids alone with Frontier Airlines, especially if they don't have a way to communicate with you. They charge a lot and they didn't bring my son to the area to pick up the kids (Meeting area). My son is old enough to call me and that is how a knew he was waiting for me in front of the gate. It took me 1 hour and 20 minutes to get to him and when I got there nobody was with him or ask me for an ID, I just walked out with him.",Detractor
Full flight on 25th Nov from HNL to YVR with Air Canada rouge was on time both ways. Flight attendants were both professional and helpful. Aircraft was clean. Seats 12 AC were great. Lots of leg room. Only criticism was the PA system. When pilots gave updates on flight the message was completely unheard due to static noise. We purchased snack for $7.00 each and got cashews and a beef sandwich. Sandwich not that great. Airline is recommended as a red eye flight. Inflight entertainment on APP was supplied however not much of a good selection. Ground crew were very good checked one carryon as being full flight saved on overhead storage on aircraft.,Passive
"  Guangzhou to Lijiang. China Southern Airlines did a great job as domestic flights in China go. The aircraft was clean, departure and arrival on time, and the cabin service was courteous. On a short haul flight they even managed to serve a hot meal and soft drinks. What was particularly impressive was that both the captain and purser gave announcements in clear correct English, which made me put down my newspaper and pay attention. Good job China Southern.",Promoter
LCY to ZRH April 2013 Business Class. Good service in the air unfortunately let down by the policy of allocating both A and B seats in business class in a 2-3 configuration. Their competitor on this route only allocates either or in the same scenario. On this flight there were 8 rows of business class which equals a capacity of 32 seats. There were only 8 passengers so why Swiss insisted on seating solo passengers right next to each other in the AB seats and leaving so many rows free is a mystery.,Passive
This is a general review of American Airlines. Since 2000 I have flown with AA more than any other airline racking up nearly 1 million miles most in Economy some in Economy Plus and some in First Class. Maybe it's because I have so much experience that little things and small delays do not phase me but I have rarely had a problem so bad that I felt the need to contact AA customer service and I've never written a negative review. Yes it would be nice to get a snack with your beverage like Delta gives but I can bring my own package of cookies or peanuts if I want. And yes the MD-80 aircraft does not have inflight entertainment but they've had powerports on MD80s for a long time and then I've got a fully-charged laptop and smart phone to entertain me. Yes I've run into weather delays in Chicago during the winter which is why I connect through Dallas whenever possible. Yes it would be nice if they would upgrade some of their gate areas with more power plugs and offer their gate agents some sort of incentives to be a little nicer with regular passengers and not just us elite passengers. And yes sometimes they want more money for the same route as a competitor and those are the times I book with another carrier. But throughout my near-million miles and 14 years flying AA I still recommend the airline to my friends and family to get them anywhere in the world they need to go safely on time and for a reasonable cost.,Promoter
"I boarded in Bilbao where I was forced to store my hand luggage in the luggage hold of the aircraft (free of charge). I guess they were in a hurry and there was not enough space for all hand luggage. I was denied the possibility of storing it in front of my feet. We stopped over in Barcelona. When arrived in Rome the suitcase was not there, they said it would arrive in the night. I tried the free toll number and also the paynumber, I probably called 30 or 40 times over 4 days and no answer. When back in Spain I called the spanish number and to my surprise my suitcase was in Rome from day one! They even knew the location of it.",Detractor
"Flew DEL-BOM-GOI-MAA-DEL on 4th and 8th January 2015. DEL-BOM-GOI was the best of the lot with great food and on- time performance. Return journey was pretty pathetic as our flight from GOI got delayed due to ""technical"" failures which the check-in personnel were reluctant to tell about. Missed our return connection from MAA in the morning but the airline was kind enough to rebook us in an evening flight and gave vouchers for lunch given by some cold faces in the airport. MAA-DEL was delayed due to weather in DEL. The only flipside in all the three journeys was the basic IFE and some tasteless food in GOI-MAA and MAA-DEL flights. Crews were decent and had served with smile though.",Passive
"London to Vancouver. Why there is zone boarding no one really knows nor understands as every traveller is confused about when to board. Zoning hampers boarding greatly as it does not consider row numbers only the ticket price as common denominator. Zone 5 by far what most people have is the last, but since row numbers are all over the place there is a long line-up throughout the plane, since row 19 or 40 are boarding at the same time. Food on Air Canada flights is tasteless. Flight attendants on this flight were not helpful when asked for things such as special meals. There were 2 infants in my vicinity who seemingly were not given an extra seat belt for take off. Due to a minor turbulence coffee was not served as it was too bumpy, but cold drinks were. Air Canada amaze me in ever new negative ways.",Detractor
" Milan to Valencia. Good aircraft. Possible strike of French air controllers. We stayed on track 2 hrs. Departure delay at least 2 hrs. Very hot in the plane. Air conditioning at minimum. Personnel unkind to passengers. Personnel did not want to hear complaints. Started saying that they were up since 6am and were tired. However, all of them were standing at the front door were air was more respirable. People started to ask for water and they had to pay. Pilots failed to comment, nor gave explanations for the prolonged taxi. On the whole a real bad flight. Service onboard virtually non-existent. Lastly, the return flight was cancelled without MAIL, SMS, or CALL. We had to learn that from the news on TV the evening before.",Detractor
LHR-BKK-LHR. Service good in Premium Laurel class but unfortunately the seats are only reclining and not lie-flat. I found them less than comfortable and sleep did not come easy. Food was good but butter quite frozen rather than refrigerated. Check-in at LHR fast and efficient. Check-in via fast track at BKK was even quicker. Lounges on both sites were clean and comfortable.,Promoter
"  London Luton to Gdansk with Wizz Air. I was happy with the previous service, unfortunately flying to Gdansk we were one hour delayed. On the way back we discovered smaller than normal luggage allowance which resulted in additional payment of nearly Â£85! Very unhappy and will not fly again as it's pointless keep buying smaller luggage for the sake of one flight.",Detractor
" Frankfurt to Toronto via Keflavik. Worst experience ever. The flight got canceled and we were informed about the cancellation when it was time for the check-in. No help was provided at the airport concerning alternative options and we were advised to call the help service. The help service offered the options of taking a different flight three days later or canceling the trip and use a different airline. I opted for the different airline which was three times the price due to the last minute booking I had to make. I've been waiting for 8 months now for my compensation of 600â‚¬, and after sending about 25 emails back and forth they still haven't managed to send the money. Conclusion: Avoid this airline at all cost, it will only cause you trouble which won't be resolved in months.",Detractor
We have become regular business class passengers on Aer Lingus & they never fail to impress. This time we flew from Dublin to Orlando on EI 121 and returned from New York on EI 104. On both flights the service was quite outstanding. The crew are friendly but professional and the food and wine selections were of high end restaurant quality. Given our experience with other carriers business class usually at much higher fares the Aer Lingus product has to be one of the best available. We only wish they would once again provide a premium offering on European routes.,Promoter
"Denver to Memphis with Frontier Airlines. Terrible experience - not only was our flight delayed there was no scheduled time of arrival so I could not inform my pick-up when I would arrive. Very frustrating considering we had to arrive at the airport 2-3 hours prior for TSA delays. Even my returning flight was ridiculous. We left on time but we arrived 30 min prior to our landing time. The plane ahead of us was still at the gate but didn't leave for another 1.5 hours. So sitting on the plane for that long is just absurd. No explanation once again to the passengers and the pilot just kept saying 5 more minutes. My only compensation was some water. This airline is consistently terrible. Always delayed, never on time for anything.",Detractor
" Hong Kong to Denpasar Bali in a Boeing 777. The configuration was the regional 2-3-2, which was quite old and tired. The seat arrangement is Ok for a short flight of 4 hours and I managed to get up to use the rest room without disturbing my wife in the aisle seat. Toilets were not that clean. Service was as usual very good. Lamb Redang as a main course was very tasty. In-flight entertainment was ok, but the screen quality was poor. The flight departed and arrived on time.",Passive
"As a company Vueling Airlines obviously don't care about passengers. Tiny seats, poor legroom, no refreshments of any kind during a 4 hour long flight. We have seen the flight attendant while boarding and disembarking the plane, they were nowhere to be seen during the whole flight. There wasn't any entertainment nor screens with our flight route. in addition, the plane seemed to be very old.",Detractor
" I travel a lot with work and this was my first time with KLM flying from Milan to Billund via Amsterdam. Never have I experienced such a bad airline. Not on time, unprofessional staff and just poor in general. The plane was dirty and old. They were 55 minutes delayed on my flight with no explanation and no help to make my connection flight.",Detractor
" Shanghai to West Palm Beach via Dallas Ft Worth. As configured and operated by AA, the Boeing 787 is a flying torture chamber. The seats are hard and narrow. The aisles are so tight as to be impassable and potentially unsafe. Service is perfunctory at best. Avoid at all costs! Take a connecting flight, older plane, train, bus, but avoid this aircraft, at least on this airline. The Boeing 787 is a potentially great plane, but by squeezing in seats to squeeze out every nickle of profit, AA has ruined it. For background, I am a former pilot, average size, over 1.5 million miles on AA and I have never hated a flight so much. Oh, and there were only 3 functioning lavs for probably 100 pax, if you could leapfrog over the legs and even heads in the aisle, and this flight was 80% Asian folks so we are not talking the Chicago Bears in terms of pax size!",Detractor
 London Heathrow to Stuttgart. Absolutely disgusted with BA. my husband was asked to put his one piece of hand luggage in the hold due to the flight being busy and he agreed. BA had one job to do - put it in the hold and make sure it arrives in Stuttgart. This has proven too difficult. The bag is lost and they have not offered any assistance or support.,Detractor
"  Casablanca to Montreal with Air Canda rouge. Air Canada should see ""rouge"" with embarrasment. Travelling from Montreal to Casablanca proved to be a trip from hell. Of course those of us seated in the rear of the plane were left with the vegetarian option only as they ran out of the chicken dish halfway thru. The cabin crew had absolutely no control, people got up when not supposed to and most of their requests were totally ignored. The second beverage service was stopped halfway thru as it was time to prepare for landing. Hoping against hope the return flight would be a more assuring experience, the opposite was true. Again the vegetarian choice only, no offer of being able to purchase an alcoholic beverage (the traveller in front of me was told it was too turbulent to serve wine). Two of the staff sat in the back playing on their phones, a third had a blanket over her head trying to sleep. The second beverage service never took place but people routinely went to the back to get their own coffee or whatever else they needed. Balancing hot coffee walking down an airplane aisle is not an easy task. These transatlantic flights were the worst ever.",Detractor
Hong Kong - Sydney (CX139 - Boeing 777-300ER 3 Class). An overall excellent flight with an excellent selection of movies music and games on the seatback IFE. Food was excellent and was presented in a way that make it look like something that is edible. Cathay has never fails to deliver the service needed for a five star airline. The seats were comfortable enough allowing me to catch up on my sleep. However this time around the cabin crew seemed annoyed but did the best to hide it. It was noticeable that the FA's were tired and wished to go to sleep at anytime. But they did their best to hide it which is commendable.,Promoter
"This was my first long distance flight with Cathay Pacific, from Zurich to Manila via Hong Kong, and I was pleasantly surprised. The seat, the seat space, the food and the cabin crew were above average. The most important thing for me was the handling of the flight delay. There was a one hour delay in Zurich and it was obvious there is no chance on a 11 hour flight to land in Hong Kong in time. I had a connecting flight to Manila. The time between flights was only 50 minutes, which is a bit crazy. To my surprise, the ground crew of Cathay was prepared to name about 35 passengers with that connecting flight to Manila, gathered us in the front of the airplane so we could get off the plane right after it stopped at the gate. On the ground they guided us quickly thru the airport to the connecting flight, which was waiting for us. We landed in Manila over one hour later as scheduled, but at least for me that was okay. I definitely will use Cathay again.",Promoter
SIN-DEL-CDG then CDG-DEL-MAA-SIN in July 2013 in business class. A319 SIN-DEL was 5/10 at best - old plane and unprofessional staff. B787 Dreamliner DEL-CDG (and return) - very professional staff 10/10. DEL-MAA - A320 - OK - 6/10. MAA-SIN No boarding pass from MAA-SIN and no visa for India meant we spent 60 minutes of stress in no-man's- land while an AI staff went to get us boarding passes and clear our luggage through Chennai customs. Chennai business lounge in old terminal was shocking. Wanted to charge for drinks after the first freebie. Eventually got away to SIN on an A330 which was ok - 6.5/10. Would recommend the 787s but not much else even though I got a bargain price in business class. Dreamilners were beautiful the rest was so so.,Passive
  Flew Zurich to London Heathrow. I have flown 14 times with British Airways in the last 5 months. I've seen a noticeable degradation of service. Flights are frequently late or cancelled and the staff are worn down. They were once smart and full of energy. Sadly they seem to have lost their pride. A huge shame.,Detractor
LAX-PHL October 2013. Hawaiian Air booked our flight since they don't fly to Philadelphia they did the leg LAX- PHL on Virgin America. We upgraded and paid I believe an extra $129 for the one way upgrade for a flight that would be 5 hours and a little more. This was one of the best things we spent money on we got to pick the very first row after first class its separated by a see through partition. We also got more leg space early boarding lots of entertainment to pick from. Prior to the flight spoke to several CSR on the phone and everyone I spoke to was very nice and professional. Since we upgraded we got unlimited food and drinks you just order on the screen in front and its delivered to your seat in a timely manner. The selections were very good. The flight attendants were pleasant.,Promoter
"  Frankfurt to Changsha. The biggest disappointment as always is the food and beverage which should be a lot better considering the price of the ticket. The cabin services are quite nice this time. I asked for changing to another seat because of a noisy kid around. The cabin attendant provided me with a much quieter seat. The seat in A330 is just okay and sadly I can't sleep in this seat. Apart from that, everything is average.",Passive
"  Manila to Vienna via Beijing. Cabin service has terrible English skills, and they were rude and disorganized. Entertainment system in cabin is a joke, just a few movies you can choose from, headphones quality terrible, crazy amount of ads and lastly you are going to be interrupted every 5 minutes by 'important' announcements. Lavatory very dirty. Seats, when in upright position it is very uncomfortable to sit, they are also narrow. You can choose from western food or Chinese. Both were terrible. Ground service: Depends on location, I have only neutral and unpleasant experience with ground service.",Detractor
" A friend booked flights for my wife and me. We are unable to take the flights due to a sudden and unexpected death in the family that caused a financial hardship. I am being told that we can only receive a credit for a future flight and we will be charged $100 each. We cannot afford to pay for flights we will not be taking plus $200. They are taking my money and I will likely never use the tickets. The flights are not until the middle of April. This is a two month lead time to cancel. It is unacceptable that they will not refund our money. I have flown on Spirit before. They signed me up for something that allowed us to save. The following year they charged my card for dues. I had not used them to fly for that year. They did not tell me that my subscription was in fact a subscription, nor did they give me the option or instruction to cancel.",Detractor
SIN-ZRH in economy. A343 was kept in a very clean and good condition despite being old. Cabin was quiet during flight and the seat was comfortable. Flight was very smooth. Only gripe was the cramped leg space due to the metal IFE box below the seat in front. The SWISS.com website didn't reflect correctly which seats had those nasty metal boxes. The metal box occupies about half of your leg space. Food was not to my taste unfortunately. On both legs (SIN-ZRH-SIN) I couldn't use the AVOD screen properly. Once the person in front reclines fully the screen is very dim even at maximum brightness. No matter how I titled the screen I couldn't watch the movies properly. The IFE system hung 2x on me. Crew was attentive on the SIN-ZRH but not the other way round. Pressed the call-for- attendant button 3 times on 2 occasions and no flight attendant came by. I would say if you want a smooth and quiet flight without much frills go for it. The SWISS chocolates handed out at the end of each flight were tasty though.,Passive
  Great flight from London to Kuala Lumpur on the Boeing 787-9. The crew were amazing and friendly and couldn't have done enough. The food served was of good standard and we were asked a few times if we would like more drinks. One crew member who said she had been with BA for many years was professional and excellent at her job.,Promoter
"  Boston to Lubbock via Dallas Ft Worth. I was at the gate with time to spare. I purposely did not check a bag, because I wouldn't have time to go to baggage claim when I landed. I understand when they just check it below, then hand it to you when you get off, but they fully checked it. I told her I didn't want it checked. She tried to act like she was doing me a favor by not charging me. Additionally, they tried to check it for the wrong city! The lady was extremely rude about it as well.",Detractor
MAD-SVO-HKG return in Economy. Perfect trip Aeroflot is trying its best to be equally competitive with its European rivals and quite manages it. The only drawback is a horrible SVO connection. Unnecessary crowded passport controls for transit passengers Horrible terminal F. Otherwise would definitely fly with them again.,Promoter
"Quick day trip to Munich and impressed with Lufthansa, specially when compared to British Airways Club Europe. The LH lounge at T2 was wonderful, although crowded in early morning. The breakfast spread was fabulous by lounge standards. Staff told me the food is by Do & Co, and hope they can provide food to all LH lounges in future. Onboard service efficient and friendly staff, I like that they still offer you a good choice of magazines even on short flights. A light breakfast served, seats reasonably okay with middle seat empty. In MUC decided to try out the ""paid"" VIP Terminal on way back - wow! It is fabulous and even has its own beer garden and outside dining area. You get taken by car to foot of steps for boarding. Return flight a similar experience and even managed to avoid Heathrow congestion and land on time, with very quick walk to exit T2. Certainly recommend them and will use again.",Promoter
"HEL-AMS-HEL. A very friendly crew light modern A321 for my size and for a short flight there was enough space a ""tandoori"" chicken sandwich was tasty coffee tea water and soft drinks free. Why so low rating? With the Finnair's ticket prices selling daily newspapers is an embarrassment to the company the crew and the passenger. Secondly and more importantly: the baggage drop took 45 minutes! I almost missed the flight and queuing through the entire terminal building (and in the corridor to next one) was a nuisance!",Detractor
20th Apr 2014 Perth-Kuala Lumpur flight D7233. 18th Oct 2014 Kuala Lumpur-Perth flight D232 in Business Class. Cabin consists of 12 seats only so is nice and quiet. Seats are cocoon style. backs do not recline but the seat does all the work thus you never have anyone in front reclining their seat in your face. Nice big pillows and doonas complete the feeling of luxury. Meals are not a highlight however. We find comfort far more important than meals. One good thing about the meal service however is you can tell the cabin crew when you would like to eat. If you want a comfortable few hours sleep where you can stretch full length and cuddle up in a doona can thoroughly recommend Air Asia Business Class. Aircraft clean and crew very helpful.,Promoter
I travel to Thailand at least once per year with my wife and always use Thai Airways. The primary reason for this is they have a direct flight from Brisbane. In the 7 or 8 flights I have undertaken during the past 4 years I have found the service to be consistently good if not outstanding seats comfortable and the food more than satisfactory to very good. I always buy my tickets direct from Thai Airways and I find if I monitor their website I can purchase tickets as cheap is not cheaper than any other agent/organisation. It is also easy and quite inexpensive to amend your ticked if you book direct even if you are on a discounted fare.,Promoter
MAN-HEL-MAN on time both ways clean cabin good leg room. 2 servings of drinks going 1 coming back. Chicken sandwich going chicken salad coming back. I flew with them 2 and a half years ago and alcohol was free but no more. Feels very greedy from their part. If you want to order vegetarian food you have to ring an expensive phone number to get it you can't order it at the same time you make the booking online really annoying. I didn't get my luggage until 3 days after arriving in Finland due to a strike so now have to go through a complaint procedure. I was told though that I may not get any compensation since the strike was illegal! Unbelievable! The help passengers got from the airport workers was very poor indeed. We had to help each other to get and fill in the lost luggage forms. The lady behind the desk said she's going home now in the middle of all the chaos and I think my form was the last one she took in. There were plenty of distressed passengers in front of her desk without any idea what to do. Absolutely appalling very bad service at the airport!,Promoter
"  Abu Dhabi to London on 10th May. My worst flight ever. The cabin crew were the laziest I have flown with. I realise they are entitled to a break but they entered the cabin twice during the flight once with lunch and once for a snack near the end of the flight. My sister could not even get any water, the crew ignored the bell and switched it off without even coming to see if there was a problem. After lunch was finished the curtain was closed and if you went to use the toilet behind the curtain you were told to use the one at the rear of the aircraft. I will not be using Etihad in the future.",Detractor
